start_datetime,end_datetime,st_congruence,reply_degree,reply_close,reply_between,git_degree,git_close,git_between,reply_density,git_density
2005-02-26T20:27:26Z,2005-03-28T20:27:26Z,0.472222222222222,0.320855614973262,,0.123100321395776,0.272727272727273,,0.0829752066115703,0.133689839572193,0.545454545454545
2005-03-28T20:27:26Z,2005-04-27T20:27:26Z,0.695652173913044,0.328205128205128,,0.148390970253318,0.381818181818182,0.590017117958295,0.391111111111111,0.21025641025641,0.418181818181818
2005-04-27T20:27:26Z,2005-05-27T20:27:26Z,0.857142857142857,0.5,,0.158546207074953,0.5,0.762037037037037,0.585034013605442,0.159574468085106,0.5
2005-05-27T20:27:26Z,2005-06-26T20:27:26Z,0.363636363636364,0.381944444444444,,0.0942729989861387,0.3,,0.163333333333333,0.110119047619048,0.2
2005-06-26T20:27:26Z,2005-07-26T20:27:26Z,0.75,0.316174788377946,,0.0870406638493867,0.355555555555556,,0.222736625514403,0.0816746739876459,0.533333333333333
2005-07-26T20:27:26Z,2005-08-25T20:27:26Z,0.72,0.397267759562842,,0.0900332093100455,0.346153846153846,0.368441613840888,0.361574074074074,0.136065573770492,0.320512820512821
2005-08-25T20:27:26Z,2005-09-24T20:27:26Z,0.91304347826087,0.364182692307692,,0.128822581599322,0.281818181818182,,0.137777777777778,0.120192307692308,0.418181818181818
2005-09-24T20:27:26Z,2005-10-24T20:27:26Z,0.384615384615385,0.367254635911352,,0.0582230410306627,0.252747252747253,,0.217291255752794,0.117593848937133,0.285714285714286
2005-10-24T20:27:26Z,2005-11-23T20:27:26Z,0.567567567567568,0.396551724137931,,0.0759112478362248,0.352941176470588,0.466202336319131,0.310763888888889,0.155172413793103,0.272058823529412
2005-11-23T20:27:26Z,2005-12-23T20:27:26Z,0.493506493506494,0.351831501831502,,0.0693725969866622,0.437908496732026,,0.107223183391003,0.167399267399267,0.503267973856209
2005-12-23T20:27:26Z,2006-01-22T20:27:26Z,0.354838709677419,0.389039445950015,,0.0812235992447888,0.584558823529412,,0.493923611111111,0.154170430593195,0.227941176470588
2006-01-22T20:27:26Z,2006-02-21T20:27:26Z,0.592592592592593,0.418051756785188,,0.0837905925076016,0.35,0.452998874404906,0.205794910556815,0.159267830843678,0.45
2006-02-21T20:27:26Z,2006-03-23T20:27:26Z,0.636363636363636,0.363305322128852,,0.0678232153104858,0.4,,0.173868312757202,0.112885154061625,0.488888888888889
2006-03-23T20:27:26Z,2006-04-22T20:27:26Z,0.275,0.385367762128326,,0.105399370025136,0.237179487179487,0.311911722061596,0.220117845117845,0.107589984350548,0.512820512820513
2006-04-22T20:27:26Z,2006-05-22T20:27:26Z,0.457142857142857,0.386317907444668,,0.133226506440964,0.461538461538462,0.654768906236971,0.501610782380013,0.185110663983903,0.384615384615385
2006-05-22T20:27:26Z,2006-06-21T20:27:26Z,0.421052631578947,0.405698778833107,,0.051652043409203,0.354545454545455,,0.238888888888889,0.26096788783356,0.345454545454545
2006-06-21T20:27:26Z,2006-07-21T20:27:26Z,0.473684210526316,0.302160493827161,,0.0606294904453157,0.346153846153846,0.486363225045834,0.137457912457912,0.0978395061728395,0.487179487179487
2006-07-21T20:27:26Z,2006-08-20T20:27:26Z,0.592592592592593,0.354451345755694,,0.0896550220306841,0.352941176470588,,0.246107266435986,0.167287784679089,0.176470588235294
2006-08-20T20:27:26Z,2006-09-19T20:27:26Z,0.37037037037037,0.38302034428795,,0.153516581737636,0.403846153846154,0.603356650680698,0.53587962962963,0.236697965571205,0.346153846153846
2006-09-19T20:27:26Z,2006-10-19T20:27:26Z,0.369565217391304,0.395967270601987,,0.0788766154567569,0.326923076923077,0.458751721040632,0.147735289401956,0.241963763880772,0.58974358974359
2006-10-19T20:27:26Z,2006-11-18T20:27:26Z,0.260869565217391,0.380750925436277,,0.0900895766245083,0.372549019607843,,0.149474789915966,0.1602326811211,0.450980392156863
2006-11-18T20:27:26Z,2006-12-18T20:27:26Z,0.17948717948718,0.383928571428571,,0.0567106573369029,0.242857142857143,,0.0952631578947368,0.1875,0.557142857142857
2006-12-18T20:27:26Z,2007-01-17T20:27:26Z,0.277777777777778,0.366530612244898,,0.0621857946475293,0.294117647058824,,0.083477508650519,0.22530612244898,0.352941176470588
2007-01-17T20:27:26Z,2007-02-16T20:27:26Z,0.305555555555556,0.395628415300546,,0.0639704963435757,0.305263157894737,,0.0987996306555863,0.304371584699454,0.378947368421053
2007-02-16T20:27:26Z,2007-03-18T20:27:26Z,0.305263157894737,0.467132867132867,,0.10985756327966,0.333333333333333,,0.105694747034616,0.179020979020979,0.555555555555556
2007-03-18T20:27:26Z,2007-04-17T20:27:26Z,0.271604938271605,0.328469022017409,,0.0617918459109129,0.415204678362573,,0.178524743230626,0.268305171530978,0.473684210526316
2007-04-17T20:27:26Z,2007-05-17T20:27:26Z,0.419354838709677,0.34025974025974,,0.0833107019229188,0.444444444444444,,0.336937716262976,0.187012987012987,0.202614379084967
2007-05-17T20:27:26Z,2007-06-16T20:27:26Z,0.210526315789474,0.354208754208754,,0.135609146770012,0.261437908496732,,0.126730103806228,0.164309764309764,0.620915032679739
2007-06-16T20:27:26Z,2007-07-16T20:27:26Z,0.232558139534884,0.408925979680697,,0.104449441150824,0.441666666666667,,0.283174603174603,0.264150943396226,0.358333333333333
2007-07-16T20:27:26Z,2007-08-15T20:27:26Z,0.252873563218391,0.428571428571429,,0.130089314988682,0.384210526315789,,0.15163640094388,0.184331797235023,0.457894736842105
2007-08-15T20:27:26Z,2007-09-14T20:27:26Z,0.315789473684211,0.352188552188552,,0.081887802493918,0.441666666666667,,0.284444444444444,0.24040404040404,0.158333333333333
2007-09-14T20:27:26Z,2007-10-14T20:27:26Z,0.161290322580645,0.485990338164251,,0.125214740556789,0.347619047619048,,0.198979591836735,0.22512077294686,0.295238095238095
2007-10-14T20:27:26Z,2007-11-13T20:27:26Z,0.393939393939394,0.367167919799499,,0.109219153321385,0.483516483516484,,0.325049309664694,0.168546365914787,0.362637362637363
2007-11-13T20:27:26Z,2007-12-13T20:27:26Z,0.285714285714286,0.342624854819977,,0.0489212226899174,0.376190476190476,,0.131083202511774,0.364692218350755,0.266666666666667
